Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Cuerpo,Categoría,Target
HayNoticia.es,https://haynoticia.es/gobierno-obligara-pagar-impuesto-circulacion-tambien-las-bicicletas3333/,2017-06-19,El Gobierno obligará a pagar el impuesto de circulación también a las bicicletas,,"El Gobierno ha decidido que a partir de este año los dueños de las bicicletas comiencen a pagar también el impuesto de circulación.Las bicicletas pasarán a ser consideradas vehículos de tracción mecánica y como tales deberán pagar su impuesto (IVTM). En primer lugar deberán ser dadas de alta en el registro de circulación estatal a nombre de un propietario, el impuesto será anual y deberá pagarlo el propietario en cuestión. Al igual que pasa actualmente con el resto de vehículos, la cuantía de dicho impuesto dependerá del municipio en el que se pague, siendo menor en las localidades con mayor desnivel geográfico ya que “no sería justo castigarles el bolsillo tanto como a sus piernas”.La medida no ha gustado nada al usuario asiduo de este método de transporte “no es justo, la bicicleta ni contamina ni nada, debería ser al revés, nos tendrían que bonificar por usarlas” y “este Gobierno lo único que quiere es recaudar, llegará el día que tendremos que pagar por cagar, qué vergüenza”.",politica,1
HayNoticia.es,https://haynoticia.es/prohibido-fumar-casa-vive-nino-menor-12-anos/,2017-06-18,Prohibido fumar en casa si vive un niño menor de 12 años,,"El Ministerio de Sanidad del gobierno de España ha anunciado una nueva ley mediante la cual se prohibirá fumar incluso en tu propia casa si en ella se demuestra que vive un niño menor de 12 años.  Desde el Ministerio explican que con ésta nueva ley se pretende proteger al niño, todavía en una etapa vital de crecimiento, de un espacio tóxico que podría provocarle futuras enfermedades. Estará por tanto totalmente prohibido fumar esté o no el niño presente, ya que se considera que los malos humos podrían permanecer en el ambiente incluso pasadas 24 horas. La forma en la que Sanidad pretende controlar el cumplimiento de ésta nueva ley será mediante inspectores que visitarán las viviendas de forma aleatoria. Un total de 2.000 inspectores antitabaco visitarán por tanto las viviendas españolas a partir del próximo 1 de Septiembre para verificar el cumplimiento de ésta medida. Aquellas viviendas que no cumplan con la ley y fumen a pesar de que se conviva con un niño de 12 años o menor incurrirán en un delito contra la salud del menor que conllevará una multa de entre 600€, si solo vive un niño, hasta 3.000€ si hubiera más de un niño o si el niño con el que se convive fuera menor de 3 años.",politica,1
HayNoticia.es,https://haynoticia.es/multan-600e-nino-4-anos-construir-castillo-arena-sin-licencia-obra/,2017-06-15,Multan con 600€ a un niño de 4 años por construir un castillo de arena sin licencia de obra,," Los hechos ocurrieron la mañana de ayer en la playa del Moncayo ,de Guardamar del Segura (Alicante), donde dos agentes de la policía municipal se acercaron a un niño de 4 años para hacerle entrega de una denuncia por estar construyendo un castillo de arena.Los padres de nacionalidad alemana no daban crédito a lo que estaba sucediendo por lo que acudieron de inmediato al Ayuntamiento de la población para aclarar el asunto. La cuantía de la denuncia ascendía a 601€ y aclaraba que se trataba de una denuncia por inicio de obra sin las licencias pertinentes. El personal del Ayuntamiento aclaró a los padres del niño que no podían retirar la denuncia ya que había sido cursada de forma correcta, pero que podían aplicarle un descuento del 50% de la misma si hacían el pago en ese momento. Los padres accedieron indignados a pagar pero avisaron que pondrán el caso en manos de sus abogados para recurrir dicha denuncia incluso en la Comunidad Europea si hiciera falta con tal de velar por sus derechos.El Ayuntamiento de Guardamar ha hecho público a través de sus redes sociales un comunicado en el que aseguran que entienden que la denuncia puede haber sido desmesurada, pero que una vez impuesta no la pueden quitar a no ser que se tratase de un error, lo cual no es el caso. Por otro lado han pedido a sus agentes de la Policía Municipal que no sean tan estrictos aplicando las ordenanzas municipales y que sólo multen la construcción de castillos en casos en los que se use cemento.",politica,1
HayNoticia.es,https://haynoticia.es/una-nueva-normativa-prohibira-comer-beber-las-playas-espanolas/,2017-06-13,Una nueva normativa prohibirá comer y beber en las playas españolas,," Una nueva ley impuesta desde la Unión Europea prohibirá comer y beber en las playas españolas con el fin de mantener la limpieza de la costa europea.Desde Bruselas, la Unión Europea se ha planteado conseguir la bandera azul de calidad en todas las playas pertenecientes a Europa. Para conseguir esa bandera las playas deben cumplir unos cánones de limpieza y accesibilidad que pasa por mantener impoluta y limpia la arena. Tras haber enviado a varios inspectores la Unión Europea ha decidido prohibir comer y beber en las playas de España ya que creen que de ésta forma se conseguirá que nuestra costa esté más limpia. “Si los españoles no saben mantener sus playas limpias les enseñaremos mediante una ley a no ensuciar” concluye el informe  de los inspectores europeos de playas.Ésta nueva normativa entrará en vigor el próximo día 1 de Julio e impondrá multas de hasta 600€ a los usuarios que coman o beban en las playas. Los dueños de los chiringuitos españoles han aplaudido ésta medida y argumentan que “Es lo mejor para todos, ya era hora de que prohibieran a la gente traer comida y bebida de casa. Lo mejor es que vengan donde nosotros”.",politica,1
HayNoticia.es,https://haynoticia.es/agrupacion-camioneros-solicita-tarifa-plana-mensual-bares-restaurantes-puticlubs3333/,2017-06-12,"Agrupación de camioneros solicita tarifa plana mensual para bares, restaurantes y puticlubs",,"Una Agrupación nacional de camioneros ha solicitado al Gobierno la disponibilidad de una tarifa plana mensual para todo tipo de establecimientos de los que son clientes habituales, como por ejemplo bares, restaurantes y, como no, puticlubs.Según comenta el portavoz de la Agrupación “el gasto en este tipo de establecimientos es desmesurado, nuestros compañeros tienen que comer, tienen que beber y tienen que relajarse, exigimos al Gobierno que nos de una solución”. Algunas empresas ya se han quejado por la medida ya que actualmente esos gastos corren por cuenta del trabajador y si el Gobierno establece esta tarifa plana irá directamente cargada a las empresas para las que trabaje cada camionero.Un camionero ha comentado que “es una medida necesaria, no podemos seguir gastando tanto en las carreteras y son necesidades básicas que tenemos que cubrir para garantizar un trabajo bien hecho”. El Gobierno estudia la propuesta, aunque no comparte algunos de los puntos, ven innecesario el gasto en puticlubs por ejemplo.",politica,1
HayNoticia.es,https://haynoticia.es/sanidad-anuncia-sera-obligatoria-hacer-dos-horas-digestion/,2017-06-12,Sanidad anuncia que será obligatoria hacer dos horas de digestión,,"La Ministra de Sanidad Dolors Monserrat ha anunciado esta mañana en rueda de prensa una decisión que sin duda va a traer cola en las próximas horas. Después de reunirse con un comité de expertos cualificados y con asesores del gobierno, han tomado la decisión de trasladar a la ciudadanía la obligación de hacer dos horas de digestión siempre después de las comidas.Los más pequeños e impacientes de ka casa, que son aquellos a lo que esta medida va a afectar más profundamente, tendrán que esperar en la arena o en el césped a la orden de sus padres para poder volver al agua. Y no será algo que podrán saltarse fácilmente, ya que los padres serán responsables directos y tendrán que hacerse cargo de multas que podrían llegar hasta los 300 € si se descubre que no están cumpliendo con esta medida de seguridad.La Ministra ha asegurado que “todos lo hemos hecho alguna vez en la vida, yo misma me confieso culpable. Pero  mi sobrina una vez se metió en el agua después de comer y le dio un corte de digestión. Nadie estamos a salvo y tenemos que velar por la salud de nuestros niños”.",politica,1
HayNoticia.es,https://haynoticia.es/ayuntamiento-bilbao-regalara-vales-bebida-quienes-no-ensucien-botellon3333/,2017-06-10,Ayuntamiento de Bilbao regalará vales para bebida a quienes no ensucien en el botellón,,"El Ayuntamiento de Bilbao ha anunciado que a partir de este fin de semana regalará “vales” canjeables por bebida alcohólica a los jóvenes que no ensucien durante los botellones.El Teniente de Alcalde ha explicado que esta medida es la única solución posible para acabar con la suciedad de plazas y jardines de la ciudad, ya que le pese a quien le pase seguirán realizándose botellones cada fin de semana “sabemos que nuestros jóvenes se van a buscar la vida en un sitio u otro y al final siempre estará el problema de la limpieza, la mejor solución por lo tanto es premiar a todos aquellos que ayuden a mantener limpia nuestra ciudad, y que mejor forma de hacerlo que regalándoles bebida si se portan bien”.La medida ha sido muy bien recibida por parte de los jóvenes vascos “ya podía aprender mi amatxo del Ayuntamiento, si no ensuciamos bebemos casi gratis, así da gusta, gora Euskadi!”. Según cifras oficiales, estos vales costarán a la ciudad la mitad de lo que cuesta actualmente la limpieza de los botellones.",politica,1
HayNoticia.es,https://haynoticia.es/ayuntamientos-cobraran-una-pequena-tasa-los-selfies-monumentos-historicos3333/,2017-06-09,Ayuntamientos cobrarán una pequeña tasa por los selfies en monumentos históricos,,"Según ha informado esta mañana el ministro de cultura, a partir del 1 de Julio se cobrará una pequeña tasa a los ciudadanos que se realicen un selfie donde aparezca un monumento histórico.La propuesta llegó en primera instancia desde el gobierno catalán, pero parece ser que ha colado hondo y ahora se ha aprobado y tendrá efecto en todo el territorio español. “Los monumentos de nuestra nación son nuestro mayor reclamo turístico, necesitan restauraciones constantes y no hay manera de cuadrar eso en los presupuestos anuales, con este nuevo impuesto será la propia gente que los disfruta los que ayudarán a su mantenimiento”.Lo que todavía no ha quedado claro es la forma en que se realizará el cobro, no han especificado si habrá que realizar el pago en el mismo momento del selfie o si se mandará una factura mensual según los selfies detectados en las diferentes redes sociales. Sea como sea la gente ya ha comenzado a indignarse y la medida traerá cola seguro.",politica,1
HayNoticia.es,https://haynoticia.es/nueva-ley-obligara-a-los-coches-electricos-a-llevar-altavoces-emitiendo-sonidos-de-motor3333/,2017-06-08,Nueva Ley obligará a los coches eléctricos a llevar altavoces emitiendo sonidos de motor,,"Ante la nueva proliferación de coches eléctricos en nuestro país ya que la tendencia del uso de los mismos está en alza el Gobierno ha presentado una nueva ley que obligará a los dueños de éstos vehículos a instalar altavoces que simulen el ruido de motor.  “Los coches eléctricos apenas hacen ruido, esto se convierte en un problema para los peatones, sobre todo en las grandes ciudades ya que los viandantes no podría notar que se les acerca uno de éstos coches” explican desde la Dirección General de Tráfico, principales impulsores de la nueva ley. Los altavoces irán conectados al motor, de ésta forma más revoluciones se incrementará el sonido, simulando el sonido de un motor de combustión. Los fabricantes de vehículos aprovecharán para ofrecer a los clientes la personalización de sonidos como extra a la hora de la venta, por lo que podrás comprar un coche eléctrico normalito pero que pueda sonar como un Fórmula 1.  La nueva ley se pondrá en marcha a partir del próximo 2018 por lo que los vehículos que ya están en la calle deberán hacer las modificaciones antes de que llegue ésta fecha.",politica,1
HayNoticia.es,https://haynoticia.es/establecimiento-chino-vende-fidget-spinner-forma-esvastica3333/,2017-06-08,Establecimiento chino vende Fidget Spinner con forma de esvástica,,"Un establecimiento chino ubicado en el barrio Parquesol de Valladolid ha puesto a la venta un modelo de fidget spinner con la sospechosa forma de una esvástica.Los vecinos han sido los primeros en propagarlo por redes sociales sorprendidos ante el tremendo parecido, “entiendo que es el juguetito de moda y hay que venderlo de todas las formas posibles, pero está fuera de lugar darle apariencia de simbología nazi”. El encargado del establecimiento alega no ser consciente de nada, simplemente recibe los productos que le llegan desde la central y él los pone a disposición del público. “Es cierto que la forma recuerda a una esvástica pero será simple casualidad, simplemente es la forma más aerodinámica de fabricar un fidget spinner de 4 puntas”.De momento la Policía no ha actuado mientras realizan la investigación pertinente, pero ya son muchos los niños del barrio a los que se les puede ver jugando con este nuevo modelo ante la sorpresa de sus progenitores.",politica,1
HayNoticia.es,https://haynoticia.es/la-aep-asociacion-espanola-poliamor-exige-carmena-semaforos-3-mas-personas3333/,2017-06-08,La AEP (Asociación Española de Poliamor) exige a Carmena semáforos con 3 o más personas,,"La Asociación Española de Poliamor se ha indignado con la presidenta madrileña por la instalación de 72 semáforos “gay friendly” por considerarlos discriminatorios para las personas poliamorosas.Con motivo del World Pride que tendrá lugar en Madrid, Manuela Carmena a ordenado instalar dichos semáforos en defensa de las parejas homosexuales y ha recibido críticas de parte de un sector poco representado socialmente en la actualidad, las personas que viven el poliamor. El portavoz de la AEP comenta que “estamos cansados ya de que se nos ignore, en este país se lucha por normalizar todas las relaciones sexuales excepto la nuestra, primero desfiles de carrozas, ahora semáforos, y nosotros qué?”La AEP ha mandado un escrito a la propia Carmena exigiendo que instale también semáforos con 3, 4, 5 o incluso más “personas luminosas”, de cualquier sexo, en apoyo a los ciudadanos que disfrutan de relaciones poliamorosas y que a día de hoy son ninguneados por la sociedad. Carmena ha trasladado el problema a sus Círculos y en los próximos días tomará una decisión.",politica,1
HayNoticia.es,https://haynoticia.es/pierde-una-apuesta-se-tatua-la-cara-rajoy3333/,2017-06-06,Pierde una apuesta y se tatua la cara de Rajoy,,"Este sábado, y tras perder una apuesta el viernes por la noche con sus amigos, Rodrigo Mesa, un joven malagueño de 21 años de edad, se ha tatuado la cara de Mariano Rajoy en su brazo.El joven en cuestión salió de marcha el viernes con sus amigos, mientras bebían comenzaron un debate político que acabo en una apuesta arriesgada, si Rodrigo no llevaba razón tendría que tatuarse la cara del actual presidente del Gobierno. Tras comprobar en Google la resolución de su disputa “me di cuenta de que la había cagado, me había equivocado y por chulito había perdido”, sus amigos se rieron pero ninguno contaba con que Rodrigo cumpliese la apuesta de verdad.Al día siguiente se llevaron una buena sorpresa al ver a su amigo de nuevo, “este tío es el puto amo, estábamos de coña, no era necesario cumplir, pero Rodri es un crack, ha cumplido como un campeón”. Las redes sociales ya se mofan del resultado, pero nadie podrá decirle nunca que no es un hombre de palabra.",politica,1
HayNoticia.es,https://haynoticia.es/nuevo-bernabeu-incluira-otros-servicios-local-striptease3333/,2017-06-06,"El nuevo Bernabéu incluirá, entre otros servicios, un local de striptease",,"Una vez confirmado el proyecto para el nuevo Bernabéu, son muchos los establecimientos que quieren ofrecer sus servicios dentro del estadio, según parece, entre otros, ya se ha confirmado un local de striptease.Parece ser que la decisión no ha sido del agrado de Carmena que se siente engañada y defraudada por el modelo de negocio en el que está dirigiendo Florentino Pérez las obras. Un responsable del club blanco ha aclarado que “de momento no hay nada cerrado, es una propuesta golosa, ya que sería un extra para los ocupantes de la zona VIP, pero aún tenemos que valorar y decidir”. El propio Florentino no ha querido confirmar ni negar nada.Por su parte la afición ya empieza a fantasear con la propuesta “si señor, esto es lo que faltaba para tener el mejor estadio del mundo, aunque bueno, habrá que esperar a ver las tarifas, espero que tengan deferencia con los socios más antiguos”. Próximamente veremos el desenlace de esta propuesta.",politica,1
HayNoticia.es,https://haynoticia.es/trump-quiere-una-policia-especial-juzgue-ejecute-al-instante/,2017-06-05,Trump quiere una policía especial que juzgue y ejecute al instante,,"Así lo está intentando Donald Trump. Busca apoyos para que le aprueben la creación de una policía especial, que podría patrullar por las calles deteniendo a sospechosos a los que realizar un juicio rápido de 15 minutos y ejecutar allí mismo en caso de ser encontrado culpable.Los demócratas se han echado las manos a la cabeza y confían en que la última ida de cabeza del presidente no sea secundada por el lado conservador y quede en nada, aunque no las tienen todas consigo.Todo forma parte de un plan para combatir la delincuencia, a la vez de que se recorta en otros gastos como los de prisiones o los de eternos juicios. Trump considera que “si te pillan con las manos en la masa para qué alargar más la historia?. ¡Pum! y a otra cosa mariposa, demasiados derechos y demasiada democracia y así no avanzamos”. Según fuentes no oficiales el presidente tomó esta decisión eufórico tras ver “Juez Dredd” en la sala de proyecciones de la Casa Blanca.",politica,1
HayNoticia.es,https://haynoticia.es/sera-delito-relaciones-coche/,2017-06-04,Será delito tener relaciones en el coche,,"Las leyes se endurecerán en los próximos meses para todos aquellos que tengan por costumbre tener relaciones sexuales en el coche, ya sea con su pareja habitual u ocasional. El gobierno considera que “no es decente y que da una mala imagen a la sociedad esos coches moviéndose en la oscuridad de alguna esquina”.Asociaciones juveniles se han puesto en pie de guerra porque consideran que con la crisis actual no se pueden permitir habitaciones de hotel y que en casa sus padres no le permiten tener relaciones. Reclaman que esta nueva ley no se aplique, o en su defecto que se concedan ayudas y/o descuentos en habitaciones de hotel para jóvenes.Podemos ya se ha reunido con ellos y les ha garantizado que harán lo posible porque los jóvenes puedan seguir usando sus coches. Pablo Iglesias les ha prometido que si no lo consiguen cederán todas las sedes de su partido para que las utilicen de picadero.",politica,1
HayNoticia.es,https://haynoticia.es/las-discotecas-no-podran-servir-mas-5-cubatas-la-misma-persona/,2017-06-02,Las discotecas no podrán servir más de 5 cubatas a la misma persona,,"Según una nueva ley que el gobierno piensa aprobar después del verano, las discotecas de toda España estarán obligadas a controlar cuantos cubatas sirven a cada persona. Para ello los consumidores deberán presentar su DNI a la hora de pedir, y la discoteca tendrá que contabilizar hasta un máximo de cinco combinados. Si existe un sexto intento tendrán que negárselo e indicarle “ya está bien por hoy”.Todo parte de un plan del gobierno para reducir el nivel de alcohol que la juventud española consume cada fin de semana, cuyos números son bastante preocupantes. “Consideramos que cinco cubatas es más que suficiente para pasar una noche divertida, tomar más ya es enfermizo y seguramente acabe en borrachera y/o coma etílico” declaraba un portavoz del gobierno esta mañana.Para evitar fraudes, cada persona que quiera invitar a un amigo tendrá que presentar ambos DNIs, el suyo y el del invitado.",politica,1
HayNoticia.es,https://haynoticia.es/las-autovias-tendran-peaje-los-conductores-menos-6-puntos3333/,2017-06-02,Las autovías tendrán peaje para los conductores con menos de 6 puntos,,"El ministerio de fomento presentó ayer la nueva medida que afectará a los conductores con menos de 6 puntos en el carnet y les obligará a pagar peaje en las autovías como si de autopistas se tratase.La polémica medida, según informe el portavoz del ministerio, se pondrá en marcha a partir del 1 de Agosto, coincidiendo con el grueso de los desplazamientos veraniegos. “Desde el Gobierno estamos comprometidos para mejorar la conducción en nuestro país, esta medida es un aliciente añadido para no cometer infracciones, por otra parte también filtrará mejor los conductores que utilizan dichas autovías ya que como muchos españoles están tiesos, si tienen pocos puntos usarán más las carreteras comerciales”. El importe a pagar no será el mismo para todos los conductores, siendo mayor cuantos menos puntos de carnet se tengan.El portavoz de la ACE (Asociación de Conductores Españoles) ha manifestado su desacuerdo “está claro que se trata de otra medida recolectora de nuestro gobierno, a este paso nos querrán cobrar incluso por respirar, es vergonzoso”",politica,1
HayNoticia.es,https://haynoticia.es/los-supermercados-deberan-devolver-lo-cobrado-los-ultimos-anos-las-bolsas-plastico/,2017-06-01,Los supermercados deberán devolver lo cobrado los últimos años por las bolsas de plástico,,"En el año 2010 los supermercados de la cadena francesa Carrefour fueron los primeros en España en empezar a cobrar las bolsas de plástico. Pronto les siguieron otros supermercados de la competencia que, en nombre del medio ambiente, empezaron también a cobrar en éste concepto.  La mañana de hoy entró en vigor una nueva ley europea que obliga a los supermercados a tener que regalar bolsas (ya sean de plástico, biodegradables o de papel) suficientes a sus clientes para que puedan trasportar su compra. Ésta ley es de carácter retroactivo por lo que todos los supermercados que hayan cobrado las bolsas los últimos años en el territorio español estarán obligados a devolver a sus clientes el dinero cobrado en ese concepto. La Asociación de Supermercados Españoles (ASE), en la que se encuentran los principales supermercados de España (Carrefour, Eroski, Mercadona…) ha anunciado mediante nota de prensa que no se negarán en ningún momento a devolver a sus clientes el dinero cobrado de las bolsas de sus compras, pero siempre y cuando presenten un ticket que lo demuestre.  La Unión Europea calcula que los supermercados españoles han cobrado de más a sus clientes alrededor de 134 millones de euros en los últimos 7 años por las bolsas de basura, de los cuales no se llegará a recuperar más que un millón porque el resto de tickets estarán desaparecido o habrán prescrito.",politica,1
HayNoticia.es,https://haynoticia.es/los-peatones-lentos-deberan-ir-senalizados-facilitar-los-adelantamientos3333/,2017-05-31,Los peatones lentos deberán ir señalizados y facilitar los adelantamientos,,"A partir de este 1 de Junio, los peatones que transiten las aceras a una velocidad inferior a la mínima recomendada deberán ir debidamente señalizados y facilitar los adelantamientos del resto de peatones.Es habitual dar un paseo y cruzarse con otro peatón (o varios) que discurre a menos velocidad impidiendo el paso del resto, con la nueva medida se busca acabar con estas situaciones. Se ha establecido por ley 3 km/h como velocidad mínima, todo peatón que vaya más lento deberá llevar una señal triangular y fluorescente en la espalda. Además, de ser necesario, deberá facilitar el adelantamiento de los peatones que vayan detrás suyo a una velocidad mayor.La medida tiene sus defensores “ya era hora de que se tomase una medida así, estoy cansado de ir con prisa y tener que pararme por tener delante una barrera humana de gente lenta”, pero también sus detractores “me encanta pasear despacio por mi ciudad, ¿por qué tengo que ponerme un triangulito en la espalda? ¿qué será lo próximo? ¿intermitentes? ¿bocina?”",politica,1
HayNoticia.es,https://haynoticia.es/se-prohibira-dar-pecho-la-calle-sin-senalizarlo-adecuadamente3333/,2017-05-28,Se prohibirá dar el pecho en la calle sin señalizarlo adecuadamente,,"El Ministerio de Sanidad, Servicios Sociales e Igualdad, a través del Instituto de la Mujer, ha informado de que a partir de este 1 de Julio estará prohibido dar el pecho en zonas públicas sin realizar una señalización homologada.Dicha señalización constará de cuatro triángulos, parecidos a los de emergencia, con la leyenda “Bebé mamando” que deberán ser colocados rodeando a la madre y su bebé lactante en cada punto cardinal y a una distancia máxima de 2 metros. “Parece ser que últimamente está de moda quejarse por ver mujeres alimentando a sus hijos, no lo entendemos y por eso hemos decidido proteger su intimidad y evitar más quejas por parte de los espectadores fortuitos” comenta la portavoz del Instituto.Diversas asociaciones prolactancia no saben todavía como interpretar esta nueva medida, ya que por una parte protege a la madre y al bebé, pero por otra los aísla de la sociedad. “Bastante tengo con llevar mil bártulos para el peque, como para encima cargar con los triangulitos, qué vergüenza” nos comenta una madre afectada.",politica,1
HayNoticia.es,https://haynoticia.es/se-prohibe-tender-bragas-calzoncillos-la-vista-la-gente/,2017-05-27,Se prohíbe tender bragas y calzoncillos a la vista de la gente,," A partir del próximo 1 de Septiembre entrará en vigor una nueva ley por la cual se prohibirá la exhibición de ropa íntima a vista pública por lo que no se podrá tender bragas, calzoncillos o sujetadores ya que estará prohibido.El Consejero de Educación Cívica Ciudadana explica que “Con ésta medida pretendemos que la gente no vaya colgando por ahí sus intimidades, es desagradable ir dando un paseo por la calle y tropezarte a simple vista con las bragas o calzoncillos de cualquiera”.  Explican además que estas cosas también las ven los niños y que hay otras formas de secar éstas prendas tan íntimas.La exhibidión de  ropa íntima estará penada por tanto a partir del próximo 1 de Septiembre con multas que irán desde los 100€ a los 300€ dependiendo del tamaño, forma y color de la prende. “No es lo mismo ver colgadas las bragas sobaqueras de la abuela que un bonito tanga con encajes”.",politica,1
HayNoticia.es,https://haynoticia.es/la-baja-laboral-dolor-menstrual-podria-aprobarse-espana/,2017-05-27,La baja laboral por dolor menstrual podría aprobarse en España,,"Una nueva propuesta de ley será debatida en el Congreso en los próximos meses por la cual las mujeres españolas tendrán derecho a coger la baja laboral alegando dolores menstruales.La nueva Ley da derecho a las mujeres a coger  hasta 3 días de baja laboral al mes sin además presentar un certificado médico. “Esta medida podría causar discriminación para la mujer y suponer más prejuicios a la hora de la contratación” explica la economista Emma Mcgregor. Para que esto no suceda el gobierno plantea que las mujeres que cojan esos días de baja deberán de recuperar esas horas fuera del horario laboral para compensar, ya sea con días de vacaciones, horas extra o incluso trabajando algún que otro domingo.España podría ser el primer país occidental en aplicar ésta medida, adiferencia de Asia, donde la baja por menstruación se considera un derecho biológico. En Indonesia las mujeres tiene derecho a ausentarse 2 días al mes por éste motivo, al igual que en Japón, Corea del Sur o Hong Kong.",politica,1
HayNoticia.es,https://haynoticia.es/se-instalan-mas-100-pantallas-barcelona-pitar-himno-la-final-la-copa3333/,2017-05-27,Se instalan más de 100 pantallas en Barcelona para pitar el himno en la final de la Copa,,"El Govern de la Generalitat de Catalunya ha instalado más de 107 pantallas gigantes repartidas por Barcelona con la idea de que ningún catalán se quede sin pitar el himno.  “Es el trofeo más importante de la temporada y creemos que era justo realizar ésta inversión para que cualquier catalán pudiera tener acceso a pitar el himno español” explica el portavoz de la Conserjería de Deportes de la Generalitat de Catalunya. “Pitar el himno se ha convertido para nosotros en una tradición y las tradiciones hay que mantenerlas en el tiempo, no podemos dejarlas perder”. El consejero explicó además que en alguna pantalla se podrá ver el partido, pero no en todas, ya que supondría un importante gasto en energía para la Generalitat, “para ver el partido cada uno que se vaya a su casa, que lo echan en Tele5 en abierto”. La retrasmisión de la pitada del himno empezará a las 21:20 y finalizará a las 21:30 justo cuando empiece el partido. ",politica,1
HayNoticia.es,https://haynoticia.es/sale-la-luz-contrato-trump-mujer/,2017-05-25,Sale a la luz el contrato entre Trump y su mujer,,"Los rumores se han confirmado y la relación de conveniencia entre Trump y su mujer ha salido a la luz, después de que se hayan visto más desplantes y malas caras de la primera dama hacia el presidente de los EE.UU.Wikileaks ha hecho público el contrato matrimonial que une a la pareja más importante del globo y en él se puede comprobar que lo que une a la pareja no es el amor, sino un acuerdo matrimonial que interesa a ambos, al menos hasta que Trump deje de ser presidente.En el contrato se ha especificado hasta el último detalle. Así se refleja que habrá un máximo al día de 6 besos en la mejilla , 5 cogidas de mano (a no ser que uno de los dos vaya a caer) y 3 sonrisas cómplices. Ambos deberán hacer un comentario orgulloso del otro al menos una vez por semana. En la intimidad las relaciones sexuales están totalmente descartadas, así como ver películas juntos y hacerse regalos en las fechas señaladas.",politica,1
HayNoticia.es,https://haynoticia.es/trump-propone-al-papa-nacionalizarse-primer-papa-estadounidense/,2017-05-24,Trump propone al Papa nacionalizarse para ser el primer Papa estadounidense,,"La reunión entre el máximo mandatario estadounidense y el Papa Francisco ha tenido lugar esta mañana en el Vaticano y ha durado 27 minutos que han dado mucho de si.De todos es sabido que Trump no siente mucha simpatía por el actual Papa, por eso, entre otros temas, ha querido utilizar esta reunión para limar asperezas y para presentar una, según él interesantísima, propuesta a su Santidad. El presidente quiere tener mayor control sobre la Iglesia y para ello ha propuesto a Francisco tomar la nacionalidad estadounidense, de este modo se convertiría en el primer Papa estadounidense de la historia.Según el portavoz oficial del Vaticano, el Papa se ha tomado la propuesta con humor “mira Donald, entiendo que tus intenciones son buenas, pero estoy muy orgulloso de mis orígenes argentinos, además no me gustaría tener que aguantar bromitas con la canción Papa Americano…”",politica,1
HayNoticia.es,https://haynoticia.es/gobierno-cobrara-impuesto-mascota2/,2017-05-21,El gobierno cobrará un impuesto por tener mascota,,"El gobierno del Partido Popular ha aprobado sorprendentemente una nueva ley propuesta por el grupo parlamentario de Unidos Podemos por la cual se cobrará una tasa anual por cada mascota que conviva en casa.  Se estima que ésta medida ayudará a que los ciudadanos sean más responsables ala hora de tener una mascota ya que se deberá llevar un control del número de mascotas con las que se convive en cada hogar. Se establecerá, a partir del próximo mes de Septiembre, un censo de mascotas en el que se asignará un número identificativo a cada animal al que se le denominará DNIM (Documento Nacional de Identidad de Mascotas) el cual deberán llevar los dueños siempre que saquen a sus mascotas de casa. Las tasas que deberán pagar los dueños por cada mascota que tengan en casa todavía no se sabe, pero rondarán cifras entre los 50€ anuales para insectos, reptiles y roedores, los 200€ para los perros (clasificado por razas y dependiendo de su tamaño) y los 390€ para otros animales de gran tamaño como osos, tigres, leones y elefantes.  El número de mascotas que se podrá tener en casa estará limitado a 3, teniendo en cuenta peces, perros, gatos, pajaritos…. Si una casa conviviera con más de 3 animales será considerado como “centro zoológico” y tendrá que sacar un permiso especial, el cual estará gravado con un impuesto superior. ",politica,1
HayNoticia.es,https://haynoticia.es/patxi-lopez-da-la-sorpresa-gana-las-primarias-del-psoe/,2017-05-21,Patxi López da la sorpresa y gana las primarias del PSOE,,"A falta de los datos oficiales las encuestas a pie de urna que no suelen fallar han provocado un seísmo político que va a dar que hablar durante años. El candidato con menos firmas, el ninguneado, el convidado de piedra por el que nadie daba un duro va a ganar las primarias.En las sedes de los otros dos candidatos aún no dan crédito, no se explican lo que puede haber pasado y están empezando a ver fantasmas por todas partes. Todo el mundo corre de aquí para allá intentando buscar explicaciones.Susana Díaz ya ha declarado a su círculo más íntimo que “mientras no gane el de Podemos, yo me doy por satisfecha”. Por su parte Pedro Sánchez sigue esperando hasta el final porque no puede creerse que Susana pierda y no sea porque él gane.",politica,1
